"date","raw_year","raw_month","m_year","day_of_year","day_of_month","day_of_season","season"
"1938-07-09",1938,7,1938,191,9,39,"JJA"
"1938-07-10",1938,7,1938,192,10,40,"JJA"
"1938-07-11",1938,7,1938,193,11,41,"JJA"
"1938-07-12",1938,7,1938,194,12,42,"JJA"
"1938-07-13",1938,7,1938,195,13,43,"JJA"
"1938-07-14",1938,7,1938,196,14,44,"JJA"
"1938-07-15",1938,7,1938,197,15,45,"JJA"
"1938-07-16",1938,7,1938,198,16,46,"JJA"
"1938-07-17",1938,7,1938,199,17,47,"JJA"
"1938-07-18",1938,7,1938,200,18,48,"JJA"
"1938-07-19",1938,7,1938,201,19,49,"JJA"
"1938-07-20",1938,7,1938,202,20,50,"JJA"
"1938-07-21",1938,7,1938,203,21,51,"JJA"
"1938-07-22",1938,7,1938,204,22,52,"JJA"
"1938-07-23",1938,7,1938,205,23,53,"JJA"
"1938-07-24",1938,7,1938,206,24,54,"JJA"
"1938-07-25",1938,7,1938,207,25,55,"JJA"
"1938-07-26",1938,7,1938,208,26,56,"JJA"
"1938-07-27",1938,7,1938,209,27,57,"JJA"
"1938-07-28",1938,7,1938,210,28,58,"JJA"
"1938-07-29",1938,7,1938,211,29,59,"JJA"
"1938-07-30",1938,7,1938,212,30,60,"JJA"
"1938-07-31",1938,7,1938,213,31,61,"JJA"
"1938-08-01",1938,8,1938,214,1,62,"JJA"
"1938-08-02",1938,8,1938,215,2,63,"JJA"
"1938-08-03",1938,8,1938,216,3,64,"JJA"
"1938-08-04",1938,8,1938,217,4,65,"JJA"
"1938-08-05",1938,8,1938,218,5,66,"JJA"
"1938-08-06",1938,8,1938,219,6,67,"JJA"
"1938-08-07",1938,8,1938,220,7,68,"JJA"
"1938-08-08",1938,8,1938,221,8,69,"JJA"
"1938-08-09",1938,8,1938,222,9,70,"JJA"
"1938-08-10",1938,8,1938,223,10,71,"JJA"
"1938-08-11",1938,8,1938,224,11,72,"JJA"
"1938-08-12",1938,8,1938,225,12,73,"JJA"
"1938-08-13",1938,8,1938,226,13,74,"JJA"
"1938-08-14",1938,8,1938,227,14,75,"JJA"
"1938-08-15",1938,8,1938,228,15,76,"JJA"
"1938-08-16",1938,8,1938,229,16,77,"JJA"
"1938-08-17",1938,8,1938,230,17,78,"JJA"
"1938-08-18",1938,8,1938,231,18,79,"JJA"
"1938-08-19",1938,8,1938,232,19,80,"JJA"
"1938-08-20",1938,8,1938,233,20,81,"JJA"
"1938-08-21",1938,8,1938,234,21,82,"JJA"
"1938-08-22",1938,8,1938,235,22,83,"JJA"
"1938-08-23",1938,8,1938,236,23,84,"JJA"
"1938-08-24",1938,8,1938,237,24,85,"JJA"
"1938-08-25",1938,8,1938,238,25,86,"JJA"
"1938-08-26",1938,8,1938,239,26,87,"JJA"
"1938-08-27",1938,8,1938,240,27,88,"JJA"
"1938-08-28",1938,8,1938,241,28,89,"JJA"
"1938-08-29",1938,8,1938,242,29,90,"JJA"
"1938-08-30",1938,8,1938,243,30,91,"JJA"
"1938-08-31",1938,8,1938,244,31,92,"JJA"
"1938-09-01",1938,9,1938,245,1,1,"SON"
"1938-09-02",1938,9,1938,246,2,2,"SON"
"1938-09-03",1938,9,1938,247,3,3,"SON"
"1938-09-04",1938,9,1938,248,4,4,"SON"
"1938-09-05",1938,9,1938,249,5,5,"SON"
"1938-09-06",1938,9,1938,250,6,6,"SON"
"1938-09-07",1938,9,1938,251,7,7,"SON"
"1938-09-08",1938,9,1938,252,8,8,"SON"
"1938-09-09",1938,9,1938,253,9,9,"SON"
"1938-09-10",1938,9,1938,254,10,10,"SON"
"1938-09-11",1938,9,1938,255,11,11,"SON"
"1938-09-12",1938,9,1938,256,12,12,"SON"
"1938-09-13",1938,9,1938,257,13,13,"SON"
"1938-09-14",1938,9,1938,258,14,14,"SON"
"1938-09-15",1938,9,1938,259,15,15,"SON"
"1938-09-16",1938,9,1938,260,16,16,"SON"
"1938-09-17",1938,9,1938,261,17,17,"SON"
"1938-09-18",1938,9,1938,262,18,18,"SON"
"1938-09-19",1938,9,1938,263,19,19,"SON"
"1938-09-20",1938,9,1938,264,20,20,"SON"
"1938-09-21",1938,9,1938,265,21,21,"SON"
"1938-09-22",1938,9,1938,266,22,22,"SON"
"1938-09-23",1938,9,1938,267,23,23,"SON"
"1938-09-24",1938,9,1938,268,24,24,"SON"
"1938-09-25",1938,9,1938,269,25,25,"SON"
"1938-09-26",1938,9,1938,270,26,26,"SON"
"1938-09-27",1938,9,1938,271,27,27,"SON"
"1938-09-28",1938,9,1938,272,28,28,"SON"
"1938-09-29",1938,9,1938,273,29,29,"SON"
"1938-09-30",1938,9,1938,274,30,30,"SON"
"1938-10-01",1938,10,1938,275,1,31,"SON"
"1938-10-02",1938,10,1938,276,2,32,"SON"
"1938-10-03",1938,10,1938,277,3,33,"SON"
"1938-10-04",1938,10,1938,278,4,34,"SON"
"1938-10-05",1938,10,1938,279,5,35,"SON"
"1938-10-06",1938,10,1938,280,6,36,"SON"
"1938-10-07",1938,10,1938,281,7,37,"SON"
"1938-10-08",1938,10,1938,282,8,38,"SON"
"1938-10-09",1938,10,1938,283,9,39,"SON"
"1938-10-10",1938,10,1938,284,10,40,"SON"
"1938-10-11",1938,10,1938,285,11,41,"SON"
"1938-10-12",1938,10,1938,286,12,42,"SON"
"1938-10-13",1938,10,1938,287,13,43,"SON"
"1938-10-14",1938,10,1938,288,14,44,"SON"
"1938-10-15",1938,10,1938,289,15,45,"SON"
"1938-10-16",1938,10,1938,290,16,46,"SON"
"1938-10-17",1938,10,1938,291,17,47,"SON"
"1938-10-18",1938,10,1938,292,18,48,"SON"
"1938-10-19",1938,10,1938,293,19,49,"SON"
"1938-10-20",1938,10,1938,294,20,50,"SON"
"1938-10-21",1938,10,1938,295,21,51,"SON"
"1938-10-22",1938,10,1938,296,22,52,"SON"
"1938-10-23",1938,10,1938,297,23,53,"SON"
"1938-10-24",1938,10,1938,298,24,54,"SON"
"1938-10-25",1938,10,1938,299,25,55,"SON"
"1938-10-26",1938,10,1938,300,26,56,"SON"
"1938-10-27",1938,10,1938,301,27,57,"SON"
"1938-10-28",1938,10,1938,302,28,58,"SON"
"1938-10-29",1938,10,1938,303,29,59,"SON"
"1938-10-30",1938,10,1938,304,30,60,"SON"
"1938-10-31",1938,10,1938,305,31,61,"SON"
"1938-11-01",1938,11,1938,306,1,62,"SON"
"1938-11-02",1938,11,1938,307,2,63,"SON"
"1938-11-03",1938,11,1938,308,3,64,"SON"
"1938-11-04",1938,11,1938,309,4,65,"SON"
"1938-11-05",1938,11,1938,310,5,66,"SON"
"1938-11-06",1938,11,1938,311,6,67,"SON"
"1938-11-07",1938,11,1938,312,7,68,"SON"
"1938-11-08",1938,11,1938,313,8,69,"SON"
"1938-11-09",1938,11,1938,314,9,70,"SON"
"1938-11-10",1938,11,1938,315,10,71,"SON"
"1938-11-11",1938,11,1938,316,11,72,"SON"
"1938-11-12",1938,11,1938,317,12,73,"SON"
"1938-11-13",1938,11,1938,318,13,74,"SON"
"1938-11-14",1938,11,1938,319,14,75,"SON"
"1938-11-15",1938,11,1938,320,15,76,"SON"
"1938-11-16",1938,11,1938,321,16,77,"SON"
"1938-11-17",1938,11,1938,322,17,78,"SON"
"1938-11-18",1938,11,1938,323,18,79,"SON"
"1938-11-19",1938,11,1938,324,19,80,"SON"
"1938-11-20",1938,11,1938,325,20,81,"SON"
"1938-11-21",1938,11,1938,326,21,82,"SON"
"1938-11-22",1938,11,1938,327,22,83,"SON"
"1938-11-23",1938,11,1938,328,23,84,"SON"
"1938-11-24",1938,11,1938,329,24,85,"SON"
"1938-11-25",1938,11,1938,330,25,86,"SON"
"1938-11-26",1938,11,1938,331,26,87,"SON"
"1938-11-27",1938,11,1938,332,27,88,"SON"
"1938-11-28",1938,11,1938,333,28,89,"SON"
"1938-11-29",1938,11,1938,334,29,90,"SON"
"1938-11-30",1938,11,1938,335,30,91,"SON"
"1938-12-01",1938,12,1939,336,1,1,"DJF"
"1938-12-02",1938,12,1939,337,2,2,"DJF"
"1938-12-03",1938,12,1939,338,3,3,"DJF"
"1938-12-04",1938,12,1939,339,4,4,"DJF"
"1938-12-05",1938,12,1939,340,5,5,"DJF"
"1938-12-06",1938,12,1939,341,6,6,"DJF"
"1938-12-07",1938,12,1939,342,7,7,"DJF"
"1938-12-08",1938,12,1939,343,8,8,"DJF"
"1938-12-09",1938,12,1939,344,9,9,"DJF"
"1938-12-10",1938,12,1939,345,10,10,"DJF"
"1938-12-11",1938,12,1939,346,11,11,"DJF"
"1938-12-12",1938,12,1939,347,12,12,"DJF"
"1938-12-13",1938,12,1939,348,13,13,"DJF"
"1938-12-14",1938,12,1939,349,14,14,"DJF"
"1938-12-15",1938,12,1939,350,15,15,"DJF"
"1938-12-16",1938,12,1939,351,16,16,"DJF"
"1938-12-17",1938,12,1939,352,17,17,"DJF"
"1938-12-18",1938,12,1939,353,18,18,"DJF"
"1938-12-19",1938,12,1939,354,19,19,"DJF"
"1938-12-20",1938,12,1939,355,20,20,"DJF"
"1938-12-21",1938,12,1939,356,21,21,"DJF"
"1938-12-22",1938,12,1939,357,22,22,"DJF"
"1938-12-23",1938,12,1939,358,23,23,"DJF"
"1938-12-24",1938,12,1939,359,24,24,"DJF"
"1938-12-25",1938,12,1939,360,25,25,"DJF"
"1938-12-26",1938,12,1939,361,26,26,"DJF"
"1938-12-27",1938,12,1939,362,27,27,"DJF"
"1938-12-28",1938,12,1939,363,28,28,"DJF"
"1938-12-29",1938,12,1939,364,29,29,"DJF"
"1938-12-30",1938,12,1939,365,30,30,"DJF"
"1938-12-31",1938,12,1939,366,31,31,"DJF"
"1939-01-01",1939,1,1939,1,1,32,"DJF"
"1939-01-02",1939,1,1939,2,2,33,"DJF"
"1939-01-03",1939,1,1939,3,3,34,"DJF"
"1939-01-04",1939,1,1939,4,4,35,"DJF"
"1939-01-05",1939,1,1939,5,5,36,"DJF"
"1939-01-06",1939,1,1939,6,6,37,"DJF"
"1939-01-07",1939,1,1939,7,7,38,"DJF"
"1939-01-08",1939,1,1939,8,8,39,"DJF"
"1939-01-09",1939,1,1939,9,9,40,"DJF"
"1939-01-10",1939,1,1939,10,10,41,"DJF"
"1939-01-11",1939,1,1939,11,11,42,"DJF"
"1939-01-12",1939,1,1939,12,12,43,"DJF"
"1939-01-13",1939,1,1939,13,13,44,"DJF"
"1939-01-14",1939,1,1939,14,14,45,"DJF"
"1939-01-15",1939,1,1939,15,15,46,"DJF"
"1939-01-16",1939,1,1939,16,16,47,"DJF"
"1939-01-17",1939,1,1939,17,17,48,"DJF"
"1939-01-18",1939,1,1939,18,18,49,"DJF"
"1939-01-19",1939,1,1939,19,19,50,"DJF"
"1939-01-20",1939,1,1939,20,20,51,"DJF"
"1939-01-21",1939,1,1939,21,21,52,"DJF"
"1939-01-22",1939,1,1939,22,22,53,"DJF"
"1939-01-23",1939,1,1939,23,23,54,"DJF"
"1939-01-24",1939,1,1939,24,24,55,"DJF"
"1939-01-25",1939,1,1939,25,25,56,"DJF"
"1939-01-26",1939,1,1939,26,26,57,"DJF"
"1939-01-27",1939,1,1939,27,27,58,"DJF"
"1939-01-28",1939,1,1939,28,28,59,"DJF"
"1939-01-29",1939,1,1939,29,29,60,"DJF"
"1939-01-30",1939,1,1939,30,30,61,"DJF"
"1939-01-31",1939,1,1939,31,31,62,"DJF"
"1939-02-01",1939,2,1939,32,1,63,"DJF"
"1939-02-02",1939,2,1939,33,2,64,"DJF"
"1939-02-03",1939,2,1939,34,3,65,"DJF"
"1939-02-04",1939,2,1939,35,4,66,"DJF"
"1939-02-05",1939,2,1939,36,5,67,"DJF"
"1939-02-06",1939,2,1939,37,6,68,"DJF"
"1939-02-07",1939,2,1939,38,7,69,"DJF"
"1939-02-08",1939,2,1939,39,8,70,"DJF"
"1939-02-09",1939,2,1939,40,9,71,"DJF"
"1939-02-10",1939,2,1939,41,10,72,"DJF"
"1939-02-11",1939,2,1939,42,11,73,"DJF"
"1939-02-12",1939,2,1939,43,12,74,"DJF"
"1939-02-13",1939,2,1939,44,13,75,"DJF"
"1939-02-14",1939,2,1939,45,14,76,"DJF"
"1939-02-15",1939,2,1939,46,15,77,"DJF"
"1939-02-16",1939,2,1939,47,16,78,"DJF"
"1939-02-17",1939,2,1939,48,17,79,"DJF"
"1939-02-18",1939,2,1939,49,18,80,"DJF"
"1939-02-19",1939,2,1939,50,19,81,"DJF"
"1939-02-20",1939,2,1939,51,20,82,"DJF"
"1939-02-21",1939,2,1939,52,21,83,"DJF"
"1939-02-22",1939,2,1939,53,22,84,"DJF"
"1939-02-23",1939,2,1939,54,23,85,"DJF"
"1939-02-24",1939,2,1939,55,24,86,"DJF"
"1939-02-25",1939,2,1939,56,25,87,"DJF"
"1939-02-26",1939,2,1939,57,26,88,"DJF"
"1939-02-27",1939,2,1939,58,27,89,"DJF"
"1939-02-28",1939,2,1939,59,28,90,"DJF"
"1939-03-01",1939,3,1939,61,1,1,"MAM"
"1939-03-02",1939,3,1939,62,2,2,"MAM"
"1939-03-03",1939,3,1939,63,3,3,"MAM"
"1939-03-04",1939,3,1939,64,4,4,"MAM"
"1939-03-05",1939,3,1939,65,5,5,"MAM"
"1939-03-06",1939,3,1939,66,6,6,"MAM"
"1939-03-07",1939,3,1939,67,7,7,"MAM"
"1939-03-08",1939,3,1939,68,8,8,"MAM"
"1939-03-09",1939,3,1939,69,9,9,"MAM"
"1939-03-10",1939,3,1939,70,10,10,"MAM"
"1939-03-11",1939,3,1939,71,11,11,"MAM"
"1939-03-12",1939,3,1939,72,12,12,"MAM"
"1939-03-13",1939,3,1939,73,13,13,"MAM"
"1939-03-14",1939,3,1939,74,14,14,"MAM"
"1939-03-15",1939,3,1939,75,15,15,"MAM"
"1939-03-16",1939,3,1939,76,16,16,"MAM"
"1939-03-17",1939,3,1939,77,17,17,"MAM"
"1939-03-18",1939,3,1939,78,18,18,"MAM"
"1939-03-19",1939,3,1939,79,19,19,"MAM"
"1939-03-20",1939,3,1939,80,20,20,"MAM"
"1939-03-21",1939,3,1939,81,21,21,"MAM"
"1939-03-22",1939,3,1939,82,22,22,"MAM"
"1939-03-23",1939,3,1939,83,23,23,"MAM"
"1939-03-24",1939,3,1939,84,24,24,"MAM"
"1939-03-25",1939,3,1939,85,25,25,"MAM"
"1939-03-26",1939,3,1939,86,26,26,"MAM"
"1939-03-27",1939,3,1939,87,27,27,"MAM"
"1939-03-28",1939,3,1939,88,28,28,"MAM"
"1939-03-29",1939,3,1939,89,29,29,"MAM"
"1939-03-30",1939,3,1939,90,30,30,"MAM"
"1939-03-31",1939,3,1939,91,31,31,"MAM"
"1939-04-01",1939,4,1939,92,1,32,"MAM"
"1939-04-02",1939,4,1939,93,2,33,"MAM"
"1939-04-03",1939,4,1939,94,3,34,"MAM"
"1939-04-04",1939,4,1939,95,4,35,"MAM"
"1939-04-05",1939,4,1939,96,5,36,"MAM"
"1939-04-06",1939,4,1939,97,6,37,"MAM"
"1939-04-07",1939,4,1939,98,7,38,"MAM"
"1939-04-08",1939,4,1939,99,8,39,"MAM"
"1939-04-09",1939,4,1939,100,9,40,"MAM"
"1939-04-10",1939,4,1939,101,10,41,"MAM"
"1939-04-11",1939,4,1939,102,11,42,"MAM"
"1939-04-12",1939,4,1939,103,12,43,"MAM"
"1939-04-13",1939,4,1939,104,13,44,"MAM"
"1939-04-14",1939,4,1939,105,14,45,"MAM"
"1939-04-15",1939,4,1939,106,15,46,"MAM"
"1939-04-16",1939,4,1939,107,16,47,"MAM"
"1939-04-17",1939,4,1939,108,17,48,"MAM"
"1939-04-18",1939,4,1939,109,18,49,"MAM"
"1939-04-19",1939,4,1939,110,19,50,"MAM"
"1939-04-20",1939,4,1939,111,20,51,"MAM"
"1939-04-21",1939,4,1939,112,21,52,"MAM"
"1939-04-22",1939,4,1939,113,22,53,"MAM"
"1939-04-23",1939,4,1939,114,23,54,"MAM"
"1939-04-24",1939,4,1939,115,24,55,"MAM"
"1939-04-25",1939,4,1939,116,25,56,"MAM"
"1939-04-26",1939,4,1939,117,26,57,"MAM"
"1939-04-27",1939,4,1939,118,27,58,"MAM"
"1939-04-28",1939,4,1939,119,28,59,"MAM"
"1939-04-29",1939,4,1939,120,29,60,"MAM"
"1939-04-30",1939,4,1939,121,30,61,"MAM"
"1939-05-01",1939,5,1939,122,1,62,"MAM"
"1939-05-02",1939,5,1939,123,2,63,"MAM"
"1939-05-03",1939,5,1939,124,3,64,"MAM"
"1939-05-04",1939,5,1939,125,4,65,"MAM"
"1939-05-05",1939,5,1939,126,5,66,"MAM"
"1939-05-06",1939,5,1939,127,6,67,"MAM"
"1939-05-07",1939,5,1939,128,7,68,"MAM"
"1939-05-08",1939,5,1939,129,8,69,"MAM"
"1939-05-09",1939,5,1939,130,9,70,"MAM"
"1939-05-10",1939,5,1939,131,10,71,"MAM"
"1939-05-11",1939,5,1939,132,11,72,"MAM"
"1939-05-12",1939,5,1939,133,12,73,"MAM"
"1939-05-13",1939,5,1939,134,13,74,"MAM"
"1939-05-14",1939,5,1939,135,14,75,"MAM"
"1939-05-15",1939,5,1939,136,15,76,"MAM"
"1939-05-16",1939,5,1939,137,16,77,"MAM"
"1939-05-17",1939,5,1939,138,17,78,"MAM"
"1939-05-18",1939,5,1939,139,18,79,"MAM"
"1939-05-19",1939,5,1939,140,19,80,"MAM"
"1939-05-20",1939,5,1939,141,20,81,"MAM"
"1939-05-21",1939,5,1939,142,21,82,"MAM"
"1939-05-22",1939,5,1939,143,22,83,"MAM"
"1939-05-23",1939,5,1939,144,23,84,"MAM"
"1939-05-24",1939,5,1939,145,24,85,"MAM"
"1939-05-25",1939,5,1939,146,25,86,"MAM"
"1939-05-26",1939,5,1939,147,26,87,"MAM"
"1939-05-27",1939,5,1939,148,27,88,"MAM"
"1939-05-28",1939,5,1939,149,28,89,"MAM"
"1939-05-29",1939,5,1939,150,29,90,"MAM"
"1939-05-30",1939,5,1939,151,30,91,"MAM"
"1939-05-31",1939,5,1939,152,31,92,"MAM"
"1939-06-01",1939,6,1939,153,1,1,"JJA"
"1939-06-02",1939,6,1939,154,2,2,"JJA"
"1939-06-03",1939,6,1939,155,3,3,"JJA"
"1939-06-04",1939,6,1939,156,4,4,"JJA"
"1939-06-05",1939,6,1939,157,5,5,"JJA"
"1939-06-06",1939,6,1939,158,6,6,"JJA"
"1939-06-07",1939,6,1939,159,7,7,"JJA"
"1939-06-08",1939,6,1939,160,8,8,"JJA"
"1939-06-09",1939,6,1939,161,9,9,"JJA"
"1939-06-10",1939,6,1939,162,10,10,"JJA"
"1939-06-11",1939,6,1939,163,11,11,"JJA"
"1939-06-12",1939,6,1939,164,12,12,"JJA"
"1939-06-13",1939,6,1939,165,13,13,"JJA"
"1939-06-14",1939,6,1939,166,14,14,"JJA"
"1939-06-15",1939,6,1939,167,15,15,"JJA"
"1939-06-16",1939,6,1939,168,16,16,"JJA"
"1939-06-17",1939,6,1939,169,17,17,"JJA"
"1939-06-18",1939,6,1939,170,18,18,"JJA"
"1939-06-19",1939,6,1939,171,19,19,"JJA"
"1939-06-20",1939,6,1939,172,20,20,"JJA"
"1939-06-21",1939,6,1939,173,21,21,"JJA"
"1939-06-22",1939,6,1939,174,22,22,"JJA"
"1939-06-23",1939,6,1939,175,23,23,"JJA"
"1939-06-24",1939,6,1939,176,24,24,"JJA"
"1939-06-25",1939,6,1939,177,25,25,"JJA"
"1939-06-26",1939,6,1939,178,26,26,"JJA"
"1939-06-27",1939,6,1939,179,27,27,"JJA"
"1939-06-28",1939,6,1939,180,28,28,"JJA"
"1939-06-29",1939,6,1939,181,29,29,"JJA"
"1939-06-30",1939,6,1939,182,30,30,"JJA"
"1939-07-01",1939,7,1939,183,1,31,"JJA"
"1939-07-02",1939,7,1939,184,2,32,"JJA"
"1939-07-03",1939,7,1939,185,3,33,"JJA"
"1939-07-04",1939,7,1939,186,4,34,"JJA"
"1939-07-05",1939,7,1939,187,5,35,"JJA"
"1939-07-06",1939,7,1939,188,6,36,"JJA"
"1939-07-07",1939,7,1939,189,7,37,"JJA"
"1939-07-08",1939,7,1939,190,8,38,"JJA"
"1939-07-09",1939,7,1939,191,9,39,"JJA"
"1939-07-10",1939,7,1939,192,10,40,"JJA"
"1939-07-11",1939,7,1939,193,11,41,"JJA"
"1939-07-12",1939,7,1939,194,12,42,"JJA"
"1939-07-13",1939,7,1939,195,13,43,"JJA"
"1939-07-14",1939,7,1939,196,14,44,"JJA"
"1939-07-15",1939,7,1939,197,15,45,"JJA"
"1939-07-16",1939,7,1939,198,16,46,"JJA"
"1939-07-17",1939,7,1939,199,17,47,"JJA"
"1939-07-18",1939,7,1939,200,18,48,"JJA"
"1939-07-19",1939,7,1939,201,19,49,"JJA"
"1939-07-20",1939,7,1939,202,20,50,"JJA"
"1939-07-21",1939,7,1939,203,21,51,"JJA"
"1939-07-22",1939,7,1939,204,22,52,"JJA"
"1939-07-23",1939,7,1939,205,23,53,"JJA"
"1939-07-24",1939,7,1939,206,24,54,"JJA"
"1939-07-25",1939,7,1939,207,25,55,"JJA"
"1939-07-26",1939,7,1939,208,26,56,"JJA"
"1939-07-27",1939,7,1939,209,27,57,"JJA"
"1939-07-28",1939,7,1939,210,28,58,"JJA"
"1939-07-29",1939,7,1939,211,29,59,"JJA"
"1939-07-30",1939,7,1939,212,30,60,"JJA"
"1939-07-31",1939,7,1939,213,31,61,"JJA"
"1939-08-01",1939,8,1939,214,1,62,"JJA"
"1939-08-02",1939,8,1939,215,2,63,"JJA"
"1939-08-03",1939,8,1939,216,3,64,"JJA"
"1939-08-04",1939,8,1939,217,4,65,"JJA"
"1939-08-05",1939,8,1939,218,5,66,"JJA"
"1939-08-06",1939,8,1939,219,6,67,"JJA"
"1939-08-07",1939,8,1939,220,7,68,"JJA"
"1939-08-08",1939,8,1939,221,8,69,"JJA"
"1939-08-09",1939,8,1939,222,9,70,"JJA"
"1939-08-10",1939,8,1939,223,10,71,"JJA"
"1939-08-11",1939,8,1939,224,11,72,"JJA"
"1939-08-12",1939,8,1939,225,12,73,"JJA"
"1939-08-13",1939,8,1939,226,13,74,"JJA"
"1939-08-14",1939,8,1939,227,14,75,"JJA"
"1939-08-15",1939,8,1939,228,15,76,"JJA"
"1939-08-16",1939,8,1939,229,16,77,"JJA"
"1939-08-17",1939,8,1939,230,17,78,"JJA"
"1939-08-18",1939,8,1939,231,18,79,"JJA"
"1939-08-19",1939,8,1939,232,19,80,"JJA"
"1939-08-20",1939,8,1939,233,20,81,"JJA"
"1939-08-21",1939,8,1939,234,21,82,"JJA"
"1939-08-22",1939,8,1939,235,22,83,"JJA"
"1939-08-23",1939,8,1939,236,23,84,"JJA"
"1939-08-24",1939,8,1939,237,24,85,"JJA"
"1939-08-25",1939,8,1939,238,25,86,"JJA"
"1939-08-26",1939,8,1939,239,26,87,"JJA"
"1939-08-27",1939,8,1939,240,27,88,"JJA"
"1939-08-28",1939,8,1939,241,28,89,"JJA"
"1939-08-29",1939,8,1939,242,29,90,"JJA"
"1939-08-30",1939,8,1939,243,30,91,"JJA"
"1939-08-31",1939,8,1939,244,31,92,"JJA"
"1939-09-01",1939,9,1939,245,1,1,"SON"
"1939-09-02",1939,9,1939,246,2,2,"SON"
"1939-09-03",1939,9,1939,247,3,3,"SON"
"1939-09-04",1939,9,1939,248,4,4,"SON"
"1939-09-05",1939,9,1939,249,5,5,"SON"
"1939-09-06",1939,9,1939,250,6,6,"SON"
"1939-09-07",1939,9,1939,251,7,7,"SON"
"1939-09-08",1939,9,1939,252,8,8,"SON"
"1939-09-09",1939,9,1939,253,9,9,"SON"
"1939-09-10",1939,9,1939,254,10,10,"SON"
"1939-09-11",1939,9,1939,255,11,11,"SON"
"1939-09-12",1939,9,1939,256,12,12,"SON"
"1939-09-13",1939,9,1939,257,13,13,"SON"
"1939-09-14",1939,9,1939,258,14,14,"SON"
"1939-09-15",1939,9,1939,259,15,15,"SON"
"1939-09-16",1939,9,1939,260,16,16,"SON"
"1939-09-17",1939,9,1939,261,17,17,"SON"
"1939-09-18",1939,9,1939,262,18,18,"SON"
"1939-09-19",1939,9,1939,263,19,19,"SON"
"1939-09-20",1939,9,1939,264,20,20,"SON"
"1939-09-21",1939,9,1939,265,21,21,"SON"
"1939-09-22",1939,9,1939,266,22,22,"SON"
"1939-09-23",1939,9,1939,267,23,23,"SON"
"1939-09-24",1939,9,1939,268,24,24,"SON"
"1939-09-25",1939,9,1939,269,25,25,"SON"
"1939-09-26",1939,9,1939,270,26,26,"SON"
"1939-09-27",1939,9,1939,271,27,27,"SON"
"1939-09-28",1939,9,1939,272,28,28,"SON"
"1939-09-29",1939,9,1939,273,29,29,"SON"
"1939-09-30",1939,9,1939,274,30,30,"SON"
"1939-10-01",1939,10,1939,275,1,31,"SON"
"1939-10-02",1939,10,1939,276,2,32,"SON"
"1939-10-03",1939,10,1939,277,3,33,"SON"
"1939-10-04",1939,10,1939,278,4,34,"SON"
"1939-10-05",1939,10,1939,279,5,35,"SON"
"1939-10-06",1939,10,1939,280,6,36,"SON"
"1939-10-07",1939,10,1939,281,7,37,"SON"
"1939-10-08",1939,10,1939,282,8,38,"SON"
"1939-10-09",1939,10,1939,283,9,39,"SON"
"1939-10-10",1939,10,1939,284,10,40,"SON"
"1939-10-11",1939,10,1939,285,11,41,"SON"
"1939-10-12",1939,10,1939,286,12,42,"SON"
"1939-10-13",1939,10,1939,287,13,43,"SON"
"1939-10-14",1939,10,1939,288,14,44,"SON"
"1939-10-15",1939,10,1939,289,15,45,"SON"
"1939-10-16",1939,10,1939,290,16,46,"SON"
"1939-10-17",1939,10,1939,291,17,47,"SON"
"1939-10-18",1939,10,1939,292,18,48,"SON"
"1939-10-19",1939,10,1939,293,19,49,"SON"
"1939-10-20",1939,10,1939,294,20,50,"SON"
"1939-10-21",1939,10,1939,295,21,51,"SON"
"1939-10-22",1939,10,1939,296,22,52,"SON"
"1939-10-23",1939,10,1939,297,23,53,"SON"
"1939-10-24",1939,10,1939,298,24,54,"SON"
"1939-10-25",1939,10,1939,299,25,55,"SON"
"1939-10-26",1939,10,1939,300,26,56,"SON"
"1939-10-27",1939,10,1939,301,27,57,"SON"
"1939-10-28",1939,10,1939,302,28,58,"SON"
"1939-10-29",1939,10,1939,303,29,59,"SON"
"1939-10-30",1939,10,1939,304,30,60,"SON"
"1939-10-31",1939,10,1939,305,31,61,"SON"
"1939-11-01",1939,11,1939,306,1,62,"SON"
"1939-11-02",1939,11,1939,307,2,63,"SON"
"1939-11-03",1939,11,1939,308,3,64,"SON"
"1939-11-04",1939,11,1939,309,4,65,"SON"
"1939-11-05",1939,11,1939,310,5,66,"SON"
"1939-11-06",1939,11,1939,311,6,67,"SON"
"1939-11-07",1939,11,1939,312,7,68,"SON"
"1939-11-08",1939,11,1939,313,8,69,"SON"
"1939-11-09",1939,11,1939,314,9,70,"SON"
"1939-11-10",1939,11,1939,315,10,71,"SON"
"1939-11-11",1939,11,1939,316,11,72,"SON"
"1939-11-12",1939,11,1939,317,12,73,"SON"
"1939-11-13",1939,11,1939,318,13,74,"SON"
"1939-11-14",1939,11,1939,319,14,75,"SON"
"1939-11-15",1939,11,1939,320,15,76,"SON"
"1939-11-16",1939,11,1939,321,16,77,"SON"
"1939-11-17",1939,11,1939,322,17,78,"SON"
"1939-11-18",1939,11,1939,323,18,79,"SON"
"1939-11-19",1939,11,1939,324,19,80,"SON"
"1939-11-20",1939,11,1939,325,20,81,"SON"
"1939-11-21",1939,11,1939,326,21,82,"SON"
"1939-11-22",1939,11,1939,327,22,83,"SON"
"1939-11-23",1939,11,1939,328,23,84,"SON"
"1939-11-24",1939,11,1939,329,24,85,"SON"
